CatalogNumber,Country,NearestPlace,Locality,Material,Function,Period,CDLI,OriginalNumber,Date,Genre,Lines,PrimaryPublication,Transliteration,ImageURIs
BC.002823,,,,clay,tablet,Middle Babylonian,P453346,EAH 00178,,archival,"obv29, rev24, UE3","Clay, BE 14: 91a, Pl. 58 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/593983/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593984/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593985/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593986/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593987/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593988/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593989/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593990/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593991/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593992/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593993/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593994/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593995/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593996/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593997/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593998/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/593999/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594000/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712577/format/3
BC.002835,,,,clay,tablet,Middle Babylonian,P507403,EAH 00190,--.--.18. 10.16,archival,"obv5, LoE2, rev4",unpublished,,http://deliver.odai.yale.edu/content/repository/YPM/id/712578/format/3
BC.002841,,,,clay,tablet,Late Babylonian,P507408,EAH 00196,nd,archival,"obv8, rev8",unpublished,,http://deliver.odai.yale.edu/content/repository/YPM/id/712579/format/3
BC.002842,,,,clay,tablet,Neo-Babylonian,P430952,EAH 00197,nd,scientific,"obv28, rev20","Maynard, JSOR 3: 65ff (C), cf. EBH 330; Snell, RA 88: 59ff. (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/719532/format/3
BC.003677,Iraq,Drehem,,clay,tablet,Ur III,P292463,NBC 00706,IS.UR3.01.--.--,archival,"obv5, rev7+","BPOA 6, 1263 (T)",gi a2 erin2-na mu-tum2 d.$ul-gi-i3-li2 $u-ba-ti,http://deliver.odai.yale.edu/content/repository/YPM/id/594001/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594002/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594003/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594004/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594005/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594006/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594007/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594008/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594009/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594010/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594011/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594012/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594013/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594014/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594015/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594016/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594017/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594018/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594019/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594020/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594021/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594022/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594023/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594024/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594025/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594026/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594027/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594028/format/8 http://deliver.odai.yale.edu/content/repository/YPM/id/594029/format/8
BC.004031,Iraq,Uruk (Warka),bitqu $a Bel etir,clay,tablet,Early Achaemenid,P290072,NBC 01060,NBKU.AC.01.07.13,archival,"obv9, LoE1, rev10, UE1","BIN 1, 99 (C)",Eanna archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/594030/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594031/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594032/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594033/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594034/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594035/format/3
BC.004130,Iraq,Uruk (Warka),,clay,tablet,Late Babylonian,P291506,NBC 01159,nd,archival,"obv14, LoE2, rev13, UE2, LeE2","BIN 1, 27 (C)","Eanna archive; letter; from [...] to Mukin?-apli?, son? of Nabu-ahhe-bullut",http://deliver.odai.yale.edu/content/repository/YPM/id/594036/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594037/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594038/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594039/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594040/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594041/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594042/format/3
BC.004156,Iraq,Uruk (Warka),,clay,tablet,Early Neo-Babylonian,P291532,NBC 01185,$$U.NA.14.02.01?,archival,"obv9, rev9, UE1","BIN 1, 134 (C)",Eanna archive; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/594043/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594044/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594045/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594046/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594047/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594048/format/3
BC.004165,Iraq,Uruk (Warka),,clay,tablet,Late Babylonian,P297108,NBC 01194,nd,archival,"obv23, rev15","BIN 1, 158 (C)",Eanna archive; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/594049/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594050/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594051/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594052/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594053/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594054/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594055/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594056/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594057/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594058/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594059/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594060/format/3
BC.004168,Iraq,Uruk (Warka),,clay,tablet,Early Neo-Babylonian,P297111,NBC 01197,KAN.NA.07.xx.xx,archival,"obv27, rev22","BIN 1, 159 (C)",Eanna archive; administrative transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/594061/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594062/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594063/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594064/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594065/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594066/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594067/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594068/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594069/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594070/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594071/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594072/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594073/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594074/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594075/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594076/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594077/format/3
BC.004170,,,,stone,seal (cylinder),Old Babylonian,P504743,NBC 01199,nd,unknown,3,"ENES, 769; Frayne, RIM E4.4.6.2001 (seal: T, Tr)",i3-li2-i-din-nam dumu ma-a-nu-um ir3 AN.AM3,http://deliver.odai.yale.edu/content/repository/YPM/id/854710/format/3
BC.004173,,,,stone,"containers (pots, etc.)",,P505999,NBC 01202,nd,monumental,6+,unpublished,[...d]en.zu [x]larsa.ki ig-mi-il-er3-ra dumu d.en.zu-ub-lam ir11-da-a-ni a mu-na-a-ru,http://deliver.odai.yale.edu/content/repository/YPM/id/602907/format/8
BC.004244,,,,clay,tablet,Old Babylonian,P297175,NBC 01272,SAIL.BA.07.04.30,archival,"obv16, rev21, UE2, LeE2","BIN 2, 75 (C)","of Sin-i$meanni by Ahum, son of Waqar-abu$u, and Muhadditum",http://deliver.odai.yale.edu/content/repository/YPM/id/719548/format/3
BC.004279,,,,clay,tablet,Late Babylonian,P297207,NBC 01307,nd,canonical,"obv2 cols, rev2 cols","BIN 2, 22 (C), pltsLX-LXI (P), pp22-35 (T, Tr)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712600/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712601/format/3
BC.004333,Iraq,Drehem,,clay,tablet,Ur III,P106203,NBC 01361,IS.UR3.02.07.27,archival,"obv7, rev8, LeE1","BIN 3, 397 (C)",udu ki ur-ku3-nun-na-ta ba-zi mu aga3-u$ a-tu5-a-ka e2-gal-la ku4-ra-ne-$e3,http://deliver.odai.yale.edu/content/repository/YPM/id/594078/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594079/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594080/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594081/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594082/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594083/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594084/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594085/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594086/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594087/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594088/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594089/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594090/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594091/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594092/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594093/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594094/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594095/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594096/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594097/format/3
BC.004634,Turkey,Kanea/Neaa (Kultepe),,clay,tablet,Old Assyrian,P290299,NBC 01661,nd,archival,"obv15, LoE2, rev13, UE3, LeE3","BIN 4, 64 (C)",to A$$ur-nada from Idi-I$tar; mentions Ili-alum and A$$ur-imitti,http://deliver.odai.yale.edu/content/repository/YPM/id/712603/format/3
BC.004638,Turkey,Kanea/Neaa (Kultepe),,clay,tablet,Old Assyrian,P292108,NBC 01665,nd,archival,"obv15, LoE2, rev15, UE3, LoE3","BIN 4, 32 (C)",to Su-Hubur from Pu$u-kin,http://deliver.odai.yale.edu/content/repository/YPM/id/712602/format/3
BC.004641,Turkey,Kanea/Neaa (Kultepe),,clay,tablet,Old Assyrian,P292110,NBC 01668,nd,archival,"obv12, LoE2, rev14, UE2, LeE1","BIN 4, 34 (C)",to Puzur-A$$ur from Ili-wedaku; mentions A$$ur-taklaku and Iddin-A$$ur,http://deliver.odai.yale.edu/content/repository/YPM/id/603800/format/3
BC.004658,Turkey,Kanea/Neaa (Kultepe),,clay,tablet,Old Assyrian,P290540,NBC 01685,nd,archival,"obv16, LoE3, rev18, UE3, LeE4","BIN 4, 48 (C)","to Puzur-A$$ur, Tab-silla-A$$ur, A$$ur-bani, Adad-bani, and Iku-ba$a, from Buzazu; mentions Kishanuel",http://deliver.odai.yale.edu/content/repository/YPM/id/719549/format/3
BC.004660,Turkey,Kanea/Neaa (Kultepe),,clay,tablet,Old Assyrian,P292117,NBC 01687,,archival,"obv15, LoE1, rev16, UE2, LeE5","BIN 4, 27 (C)","to $alim-ahum and Pu$u-kin from Alahum, Imdi-ilum, and Puzur-A$$ur; mentions Hurasanum, Amur-A$$ur, and Adad-bani",http://deliver.odai.yale.edu/content/repository/YPM/id/603801/format/3
BC.004873,Turkey,Kanea/Neaa (Kultepe),,clay,tablet,Old Assyrian,P292128,NBC 01900,nd,archival,"obv19, LoE2, rev21, UE2, LeE4","BIN 4, 26 (C)","to La-qep and Pu$u-kin from $alim-ahum; mentions Ah-$alim, Lulu dumu Sukuhim, A$$ur-$am$i, Hina, Amur-I$tar, $u-Sin, dumu $u-A$$ur, dumu Era, Dan-A$$ur, Ili-alum, Kurub-I$tar, A$$ur-muttabbil, and Nur-I$tar",http://deliver.odai.yale.edu/content/repository/YPM/id/594098/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594099/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594100/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594101/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594102/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/594103/format/3
BC.004875,Turkey,Kanea/Neaa (Kultepe),,clay,tablet; case,Old Assyrian,P293710,NBC 01902,nd,archival,"obv9, LoE2, rev9, UE2 (tablet); obv8, rev8, LeE1 (case)","BIN 4, 206 (C)","by Idna, Ahuwaqar, Ennanum, and Silla-Adad; mentions Sulili; witnessed by Puzur-I$tar, Ur$i$i, and A$$ur-nada; sealed by Idna dumu Isalia, Ur$i$i dumu Ubhakim, Puzur-I$tar dumu $u-Ilabrat, and A$$ur-nada dumu $arra-Sin",http://deliver.odai.yale.edu/content/repository/YPM/id/603802/format/3
BC.004878,Turkey,Kanea/Neaa (Kultepe),,clay,tablet; case,Old Assyrian,P290065,NBC 01905,nd,archival,"obv19, LoE2, rev19, UE2, LeE4 (tablet); 2 (case)","BIN 4, 42 (C)","to Puzur-A$$ur and Iku-pi-A$$ur from Sabaziya; mentions Al-abum, Zilulu, Hanunu, A$$ur-taklaku dumu $u-Enlil, Puzur-I$tar, dumu Karwa, and Zuba",http://deliver.odai.yale.edu/content/repository/YPM/id/603803/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/603804/format/3
BC.004880,Turkey,Kanea/Neaa (Kultepe),,clay,tablet; case,Old Assyrian,P293711,NBC 01907,nd,archival,"obv8, LoE1, rev8, UE1 (tablet); obv5, LoE1, rev9, LeE4 (case)","BIN 4, 208 (C)","of Dunumna$, Kanisia, and $agria$wa to Atani; witnessed by Amur-$ama$, Dudu, and Manamana; sealed by Amur-$ama$, Dudu, Manamana, Dunumna$, Kanisia, and $agria$wa",http://deliver.odai.yale.edu/content/repository/YPM/id/592772/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592765/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592763/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592764/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592766/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592767/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592768/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592769/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592770/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592771/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592773/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592774/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/592775/format/3
BC.005474,Iraq,Umma (Tell Jokha),,clay,,Late Early Dynastic,P222533,NBC 02501,nd,monumental,6 cols,"BIN 2, 1 (C), pltLVII(P), pp1-12 (T, Tr)",,http://deliver.odai.yale.edu/content/repository/YPM/id/719544/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/719540/format/3
BC.005482,Iraq,Uruk (Warka),,clay,barrel cylinder,Early Neo-Babylonian,P297260,NBC 02509,nd,monumental,17+,"BIN 2, 27 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712605/format/3
BC.005484,Iraq,Uruk (Warka)?,,clay,barrel cylinder,Early Neo-Babylonian,P505883,NBC 02511,,monumental,22+,unpublished,,http://deliver.odai.yale.edu/content/repository/YPM/id/712608/format/3
BC.005491,Iraq,Uruk (Warka)?,,stone,tablet,Post Sargonic,P234576,NBC 02518,nd,monumental,"obv6, rev2","BIN 2, 12 (C), pp17f (T, Tr)",,http://deliver.odai.yale.edu/content/repository/YPM/id/708601/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/708602/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/708603/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/708605/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/708606/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/708607/format/3
